tx_id	g_id	g_name	g_biotype	t_name	t_biotype
ENST00000414771	ENSG00000112031	MTRF1L	protein_coding	MTRF1L-204	protein_coding
ENST00000367233	ENSG00000112031	MTRF1L	protein_coding	MTRF1L-203	protein_coding
ENST00000464135	ENSG00000112031	MTRF1L	protein_coding	MTRF1L-208	protein_coding_CDS_not_defined
ENST00000367231	ENSG00000112031	MTRF1L	protein_coding	MTRF1L-202	protein_coding
ENST00000367230	ENSG00000112031	MTRF1L	protein_coding	MTRF1L-201	protein_coding
ENST00000485512	ENSG00000112031	MTRF1L	protein_coding	MTRF1L-211	protein_coding_CDS_not_defined
ENST00000485283	ENSG00000112031	MTRF1L	protein_coding	MTRF1L-210	protein_coding_CDS_not_defined
ENST00000463251	ENSG00000112031	MTRF1L	protein_coding	MTRF1L-207	protein_coding_CDS_not_defined
ENST00000448966	ENSG00000112031	MTRF1L	protein_coding	MTRF1L-205	protein_coding
ENST00000482526	ENSG00000112031	MTRF1L	protein_coding	MTRF1L-209	protein_coding_CDS_not_defined
ENST00000367321	ENSG00000120254	MTHFD1L	protein_coding	MTHFD1L-203	protein_coding
ENST00000367307	ENSG00000120254	MTHFD1L	protein_coding	MTHFD1L-201	protein_coding
ENST00000367308	ENSG00000120254	MTHFD1L	protein_coding	MTHFD1L-202	protein_coding
ENST00000441122	ENSG00000120254	MTHFD1L	protein_coding	MTHFD1L-207	nonsense_mediated_decay
ENST00000423867	ENSG00000120254	MTHFD1L	protein_coding	MTHFD1L-206	protein_coding
ENST00000421497	ENSG00000120254	MTHFD1L	protein_coding	MTHFD1L-205	protein_coding_CDS_not_defined
ENST00000478643	ENSG00000120254	MTHFD1L	protein_coding	MTHFD1L-210	protein_coding_CDS_not_defined
ENST00000420192	ENSG00000120254	MTHFD1L	protein_coding	MTHFD1L-204	protein_coding
ENST00000453602	ENSG00000120254	MTHFD1L	protein_coding	MTHFD1L-209	protein_coding
ENST00000450635	ENSG00000120254	MTHFD1L	protein_coding	MTHFD1L-208	protein_coding
ENST00000618312	ENSG00000120254	MTHFD1L	protein_coding	MTHFD1L-212	protein_coding
ENST00000611279	ENSG00000120254	MTHFD1L	protein_coding	MTHFD1L-211	protein_coding
ENST00000415954	ENSG00000135297	MTO1	protein_coding	MTO1-205	protein_coding
ENST00000681094	ENSG00000135297	MTO1	protein_coding	MTO1-259	nonsense_mediated_decay
ENST00000680289	ENSG00000135297	MTO1	protein_coding	MTO1-243	nonsense_mediated_decay
ENST00000680775	ENSG00000135297	MTO1	protein_coding	MTO1-254	nonsense_mediated_decay
ENST00000679612	ENSG00000135297	MTO1	protein_coding	MTO1-227	retained_intron
ENST00000681691	ENSG00000135297	MTO1	protein_coding	MTO1-276	nonsense_mediated_decay
ENST00000681705	ENSG00000135297	MTO1	protein_coding	MTO1-277	nonsense_mediated_decay
ENST00000681204	ENSG00000135297	MTO1	protein_coding	MTO1-262	protein_coding
ENST00000680609	ENSG00000135297	MTO1	protein_coding	MTO1-251	nonsense_mediated_decay
ENST00000681212	ENSG00000135297	MTO1	protein_coding	MTO1-263	retained_intron
ENST00000679627	ENSG00000135297	MTO1	protein_coding	MTO1-228	nonsense_mediated_decay
ENST00000679675	ENSG00000135297	MTO1	protein_coding	MTO1-229	nonsense_mediated_decay
ENST00000680350	ENSG00000135297	MTO1	protein_coding	MTO1-244	retained_intron
ENST00000681610	ENSG00000135297	MTO1	protein_coding	MTO1-273	nonsense_mediated_decay
ENST00000681294	ENSG00000135297	MTO1	protein_coding	MTO1-267	nonsense_mediated_decay
ENST00000680686	ENSG00000135297	MTO1	protein_coding	MTO1-252	protein_coding
ENST00000681509	ENSG00000135297	MTO1	protein_coding	MTO1-271	nonsense_mediated_decay
ENST00000680570	ENSG00000135297	MTO1	protein_coding	MTO1-249	retained_intron
ENST00000680131	ENSG00000135297	MTO1	protein_coding	MTO1-239	nonsense_mediated_decay
ENST00000681284	ENSG00000135297	MTO1	protein_coding	MTO1-266	retained_intron
ENST00000681890	ENSG00000135297	MTO1	protein_coding	MTO1-278	nonsense_mediated_decay
ENST00000680266	ENSG00000135297	MTO1	protein_coding	MTO1-242	retained_intron
ENST00000680875	ENSG00000135297	MTO1	protein_coding	MTO1-257	nonsense_mediated_decay
ENST00000679905	ENSG00000135297	MTO1	protein_coding	MTO1-235	nonsense_mediated_decay
ENST00000681620	ENSG00000135297	MTO1	protein_coding	MTO1-274	nonsense_mediated_decay
ENST00000681141	ENSG00000135297	MTO1	protein_coding	MTO1-260	nonsense_mediated_decay
ENST00000485082	ENSG00000135297	MTO1	protein_coding	MTO1-210	retained_intron
ENST00000521032	ENSG00000135297	MTO1	protein_coding	MTO1-214	retained_intron
ENST00000487960	ENSG00000135297	MTO1	protein_coding	MTO1-211	retained_intron
ENST00000521156	ENSG00000135297	MTO1	protein_coding	MTO1-215	protein_coding
ENST00000445187	ENSG00000135297	MTO1	protein_coding	MTO1-207	nonsense_mediated_decay
ENST00000680601	ENSG00000135297	MTO1	protein_coding	MTO1-250	nonsense_mediated_decay
ENST00000679900	ENSG00000135297	MTO1	protein_coding	MTO1-234	nonsense_mediated_decay
ENST00000681254	ENSG00000135297	MTO1	protein_coding	MTO1-264	nonsense_mediated_decay
ENST00000681624	ENSG00000135297	MTO1	protein_coding	MTO1-275	nonsense_mediated_decay
ENST00000679418	ENSG00000135297	MTO1	protein_coding	MTO1-222	nonsense_mediated_decay
ENST00000681579	ENSG00000135297	MTO1	protein_coding	MTO1-272	nonsense_mediated_decay
ENST00000681267	ENSG00000135297	MTO1	protein_coding	MTO1-265	nonsense_mediated_decay
ENST00000680902	ENSG00000135297	MTO1	protein_coding	MTO1-258	nonsense_mediated_decay
ENST00000680238	ENSG00000135297	MTO1	protein_coding	MTO1-241	nonsense_mediated_decay
ENST00000681165	ENSG00000135297	MTO1	protein_coding	MTO1-261	nonsense_mediated_decay
ENST00000679364	ENSG00000135297	MTO1	protein_coding	MTO1-220	nonsense_mediated_decay
ENST00000679411	ENSG00000135297	MTO1	protein_coding	MTO1-221	nonsense_mediated_decay
ENST00000679604	ENSG00000135297	MTO1	protein_coding	MTO1-226	nonsense_mediated_decay
ENST00000498286	ENSG00000135297	MTO1	protein_coding	MTO1-212	protein_coding
ENST00000442897	ENSG00000135297	MTO1	protein_coding	MTO1-206	nonsense_mediated_decay
ENST00000680034	ENSG00000135297	MTO1	protein_coding	MTO1-238	nonsense_mediated_decay
ENST00000679808	ENSG00000135297	MTO1	protein_coding	MTO1-232	nonsense_mediated_decay
ENST00000522205	ENSG00000135297	MTO1	protein_coding	MTO1-216	nonsense_mediated_decay
ENST00000679993	ENSG00000135297	MTO1	protein_coding	MTO1-237	retained_intron
ENST00000680544	ENSG00000135297	MTO1	protein_coding	MTO1-247	nonsense_mediated_decay
ENST00000370305	ENSG00000135297	MTO1	protein_coding	MTO1-202	protein_coding
ENST00000680428	ENSG00000135297	MTO1	protein_coding	MTO1-246	nonsense_mediated_decay
ENST00000679352	ENSG00000135297	MTO1	protein_coding	MTO1-219	nonsense_mediated_decay
ENST00000679870	ENSG00000135297	MTO1	protein_coding	MTO1-233	nonsense_mediated_decay
ENST00000524046	ENSG00000135297	MTO1	protein_coding	MTO1-218	nonsense_mediated_decay
ENST00000679524	ENSG00000135297	MTO1	protein_coding	MTO1-223	nonsense_mediated_decay
ENST00000681932	ENSG00000135297	MTO1	protein_coding	MTO1-279	nonsense_mediated_decay
ENST00000680195	ENSG00000135297	MTO1	protein_coding	MTO1-240	retained_intron
ENST00000681438	ENSG00000135297	MTO1	protein_coding	MTO1-269	nonsense_mediated_decay
ENST00000679730	ENSG00000135297	MTO1	protein_coding	MTO1-230	nonsense_mediated_decay
ENST00000681337	ENSG00000135297	MTO1	protein_coding	MTO1-268	nonsense_mediated_decay
ENST00000679947	ENSG00000135297	MTO1	protein_coding	MTO1-236	nonsense_mediated_decay
ENST00000680405	ENSG00000135297	MTO1	protein_coding	MTO1-245	retained_intron
ENST00000680794	ENSG00000135297	MTO1	protein_coding	MTO1-255	nonsense_mediated_decay
ENST00000679592	ENSG00000135297	MTO1	protein_coding	MTO1-225	nonsense_mediated_decay
ENST00000370308	ENSG00000135297	MTO1	protein_coding	MTO1-203	retained_intron
ENST00000415228	ENSG00000135297	MTO1	protein_coding	MTO1-204	nonsense_mediated_decay
ENST00000370300	ENSG00000135297	MTO1	protein_coding	MTO1-201	protein_coding
ENST00000462039	ENSG00000135297	MTO1	protein_coding	MTO1-208	retained_intron
ENST00000680758	ENSG00000135297	MTO1	protein_coding	MTO1-253	nonsense_mediated_decay
ENST00000523763	ENSG00000135297	MTO1	protein_coding	MTO1-217	nonsense_mediated_decay
ENST00000679591	ENSG00000135297	MTO1	protein_coding	MTO1-224	nonsense_mediated_decay
ENST00000680841	ENSG00000135297	MTO1	protein_coding	MTO1-256	nonsense_mediated_decay
ENST00000680563	ENSG00000135297	MTO1	protein_coding	MTO1-248	nonsense_mediated_decay
ENST00000518210	ENSG00000135297	MTO1	protein_coding	MTO1-213	protein_coding_CDS_not_defined
ENST00000681500	ENSG00000135297	MTO1	protein_coding	MTO1-270	protein_coding
ENST00000466977	ENSG00000135297	MTO1	protein_coding	MTO1-209	retained_intron
ENST00000679763	ENSG00000135297	MTO1	protein_coding	MTO1-231	retained_intron
ENST00000695042	ENSG00000137409	MTCH1	protein_coding	MTCH1-207	retained_intron
ENST00000695043	ENSG00000137409	MTCH1	protein_coding	MTCH1-208	retained_intron
ENST00000695044	ENSG00000137409	MTCH1	protein_coding	MTCH1-209	protein_coding
ENST00000695045	ENSG00000137409	MTCH1	protein_coding	MTCH1-210	protein_coding
ENST00000695046	ENSG00000137409	MTCH1	protein_coding	MTCH1-211	nonsense_mediated_decay
ENST00000695047	ENSG00000137409	MTCH1	protein_coding	MTCH1-212	nonsense_mediated_decay
ENST00000695048	ENSG00000137409	MTCH1	protein_coding	MTCH1-213	retained_intron
ENST00000695049	ENSG00000137409	MTCH1	protein_coding	MTCH1-214	nonsense_mediated_decay
ENST00000695050	ENSG00000137409	MTCH1	protein_coding	MTCH1-215	nonsense_mediated_decay
ENST00000695051	ENSG00000137409	MTCH1	protein_coding	MTCH1-216	nonsense_mediated_decay
ENST00000695052	ENSG00000137409	MTCH1	protein_coding	MTCH1-217	retained_intron
ENST00000695053	ENSG00000137409	MTCH1	protein_coding	MTCH1-218	nonsense_mediated_decay
ENST00000695054	ENSG00000137409	MTCH1	protein_coding	MTCH1-219	nonsense_mediated_decay
ENST00000695055	ENSG00000137409	MTCH1	protein_coding	MTCH1-220	protein_coding
ENST00000695056	ENSG00000137409	MTCH1	protein_coding	MTCH1-221	retained_intron
ENST00000373627	ENSG00000137409	MTCH1	protein_coding	MTCH1-202	protein_coding
ENST00000373616	ENSG00000137409	MTCH1	protein_coding	MTCH1-201	protein_coding
ENST00000695057	ENSG00000137409	MTCH1	protein_coding	MTCH1-222	retained_intron
ENST00000695058	ENSG00000137409	MTCH1	protein_coding	MTCH1-223	retained_intron
ENST00000695059	ENSG00000137409	MTCH1	protein_coding	MTCH1-224	retained_intron
ENST00000695060	ENSG00000137409	MTCH1	protein_coding	MTCH1-225	nonsense_mediated_decay
ENST00000695061	ENSG00000137409	MTCH1	protein_coding	MTCH1-226	retained_intron
ENST00000695062	ENSG00000137409	MTCH1	protein_coding	MTCH1-227	nonsense_mediated_decay
ENST00000695063	ENSG00000137409	MTCH1	protein_coding	MTCH1-228	nonsense_mediated_decay
ENST00000695064	ENSG00000137409	MTCH1	protein_coding	MTCH1-229	retained_intron
ENST00000695065	ENSG00000137409	MTCH1	protein_coding	MTCH1-230	nonsense_mediated_decay
ENST00000695066	ENSG00000137409	MTCH1	protein_coding	MTCH1-231	retained_intron
ENST00000695067	ENSG00000137409	MTCH1	protein_coding	MTCH1-232	protein_coding
ENST00000695068	ENSG00000137409	MTCH1	protein_coding	MTCH1-233	protein_coding
ENST00000695069	ENSG00000137409	MTCH1	protein_coding	MTCH1-234	nonsense_mediated_decay
ENST00000695070	ENSG00000137409	MTCH1	protein_coding	MTCH1-235	protein_coding
ENST00000695071	ENSG00000137409	MTCH1	protein_coding	MTCH1-236	protein_coding
ENST00000695072	ENSG00000137409	MTCH1	protein_coding	MTCH1-237	nonsense_mediated_decay
ENST00000695073	ENSG00000137409	MTCH1	protein_coding	MTCH1-238	nonsense_mediated_decay
ENST00000695074	ENSG00000137409	MTCH1	protein_coding	MTCH1-239	protein_coding
ENST00000471737	ENSG00000137409	MTCH1	protein_coding	MTCH1-205	protein_coding_CDS_not_defined
ENST00000695075	ENSG00000137409	MTCH1	protein_coding	MTCH1-240	protein_coding
ENST00000695076	ENSG00000137409	MTCH1	protein_coding	MTCH1-241	retained_intron
ENST00000418541	ENSG00000137409	MTCH1	protein_coding	MTCH1-203	protein_coding
ENST00000460219	ENSG00000137409	MTCH1	protein_coding	MTCH1-204	protein_coding
ENST00000492754	ENSG00000137409	MTCH1	protein_coding	MTCH1-206	protein_coding_CDS_not_defined
ENST00000695077	ENSG00000137409	MTCH1	protein_coding	MTCH1-242	retained_intron
ENST00000454222	ENSG00000127989	MTERF1	protein_coding	MTERF1-206	protein_coding_CDS_not_defined
ENST00000419292	ENSG00000127989	MTERF1	protein_coding	MTERF1-203	protein_coding
ENST00000351870	ENSG00000127989	MTERF1	protein_coding	MTERF1-201	protein_coding
ENST00000406735	ENSG00000127989	MTERF1	protein_coding	MTERF1-202	protein_coding
ENST00000456229	ENSG00000127989	MTERF1	protein_coding	MTERF1-207	protein_coding
ENST00000442961	ENSG00000127989	MTERF1	protein_coding	MTERF1-205	protein_coding
ENST00000425936	ENSG00000127989	MTERF1	protein_coding	MTERF1-204	protein_coding
ENST00000481516	ENSG00000127989	MTERF1	protein_coding	MTERF1-208	protein_coding_CDS_not_defined
ENST00000393085	ENSG00000105887	MTPN	protein_coding	MTPN-201	protein_coding
ENST00000435723	ENSG00000105887	MTPN	protein_coding	MTPN-202	protein_coding
ENST00000324453	ENSG00000180354	MTURN	protein_coding	MTURN-201	protein_coding
ENST00000409688	ENSG00000180354	MTURN	protein_coding	MTURN-203	protein_coding
ENST00000434060	ENSG00000180354	MTURN	protein_coding	MTURN-204	protein_coding
ENST00000324489	ENSG00000180354	MTURN	protein_coding	MTURN-202	protein_coding
ENST00000374852	ENSG00000102043	MTMR8	protein_coding	MTMR8-201	protein_coding
ENST00000478487	ENSG00000102043	MTMR8	protein_coding	MTMR8-204	protein_coding_CDS_not_defined
ENST00000462447	ENSG00000102043	MTMR8	protein_coding	MTMR8-203	protein_coding_CDS_not_defined
ENST00000461403	ENSG00000102043	MTMR8	protein_coding	MTMR8-202	protein_coding_CDS_not_defined
ENST00000369476	ENSG00000214827	MTCP1	protein_coding	MTCP1-202	protein_coding
ENST00000482244	ENSG00000214827	MTCP1	protein_coding	MTCP1-204	protein_coding_CDS_not_defined
ENST00000476116	ENSG00000214827	MTCP1	protein_coding	MTCP1-203	protein_coding_CDS_not_defined
ENST00000362018	ENSG00000214827	MTCP1	protein_coding	MTCP1-201	protein_coding
ENST00000685944	ENSG00000171100	MTM1	protein_coding	MTM1-207	protein_coding
ENST00000692638	ENSG00000171100	MTM1	protein_coding	MTM1-223	nonsense_mediated_decay
ENST00000688152	ENSG00000171100	MTM1	protein_coding	MTM1-211	nonsense_mediated_decay
ENST00000691232	ENSG00000171100	MTM1	protein_coding	MTM1-218	protein_coding
ENST00000684910	ENSG00000171100	MTM1	protein_coding	MTM1-205	nonsense_mediated_decay
ENST00000689810	ENSG00000171100	MTM1	protein_coding	MTM1-215	nonsense_mediated_decay
ENST00000690351	ENSG00000171100	MTM1	protein_coding	MTM1-217	nonsense_mediated_decay
ENST00000691851	ENSG00000171100	MTM1	protein_coding	MTM1-221	protein_coding
ENST00000691686	ENSG00000171100	MTM1	protein_coding	MTM1-220	protein_coding
ENST00000693422	ENSG00000171100	MTM1	protein_coding	MTM1-226	retained_intron
ENST00000687365	ENSG00000171100	MTM1	protein_coding	MTM1-210	retained_intron
ENST00000370396	ENSG00000171100	MTM1	protein_coding	MTM1-203	protein_coding
ENST00000692015	ENSG00000171100	MTM1	protein_coding	MTM1-222	protein_coding
ENST00000370393	ENSG00000171100	MTM1	protein_coding	MTM1-202	retained_intron
ENST00000692852	ENSG00000171100	MTM1	protein_coding	MTM1-224	protein_coding
ENST00000306167	ENSG00000171100	MTM1	protein_coding	MTM1-201	protein_coding_CDS_not_defined
ENST00000490530	ENSG00000171100	MTM1	protein_coding	MTM1-204	protein_coding_CDS_not_defined
ENST00000689694	ENSG00000171100	MTM1	protein_coding	MTM1-214	protein_coding
ENST00000690282	ENSG00000171100	MTM1	protein_coding	MTM1-216	protein_coding
ENST00000688403	ENSG00000171100	MTM1	protein_coding	MTM1-212	protein_coding
ENST00000689314	ENSG00000171100	MTM1	protein_coding	MTM1-213	protein_coding
ENST00000685439	ENSG00000171100	MTM1	protein_coding	MTM1-206	protein_coding
ENST00000692915	ENSG00000171100	MTM1	protein_coding	MTM1-225	nonsense_mediated_decay
ENST00000687215	ENSG00000171100	MTM1	protein_coding	MTM1-209	nonsense_mediated_decay
ENST00000691482	ENSG00000171100	MTM1	protein_coding	MTM1-219	retained_intron
ENST00000686212	ENSG00000171100	MTM1	protein_coding	MTM1-208	retained_intron
ENST00000493995	ENSG00000063601	MTMR1	protein_coding	MTMR1-213	protein_coding
ENST00000439546	ENSG00000063601	MTMR1	protein_coding	MTMR1-207	protein_coding
ENST00000429965	ENSG00000063601	MTMR1	protein_coding	MTMR1-203	protein_coding
ENST00000434699	ENSG00000063601	MTMR1	protein_coding	MTMR1-204	protein_coding
ENST00000485376	ENSG00000063601	MTMR1	protein_coding	MTMR1-209	nonsense_mediated_decay
ENST00000370390	ENSG00000063601	MTMR1	protein_coding	MTMR1-202	protein_coding
ENST00000542156	ENSG00000063601	MTMR1	protein_coding	MTMR1-214	protein_coding
ENST00000445323	ENSG00000063601	MTMR1	protein_coding	MTMR1-208	protein_coding
ENST00000490316	ENSG00000063601	MTMR1	protein_coding	MTMR1-211	protein_coding
ENST00000436701	ENSG00000063601	MTMR1	protein_coding	MTMR1-205	protein_coding
ENST00000438018	ENSG00000063601	MTMR1	protein_coding	MTMR1-206	protein_coding
ENST00000488357	ENSG00000063601	MTMR1	protein_coding	MTMR1-210	nonsense_mediated_decay
ENST00000493480	ENSG00000063601	MTMR1	protein_coding	MTMR1-212	retained_intron
ENST00000370387	ENSG00000063601	MTMR1	protein_coding	MTMR1-201	retained_intron
ENST00000336273	ENSG00000147649	MTDH	protein_coding	MTDH-201	protein_coding
ENST00000519934	ENSG00000147649	MTDH	protein_coding	MTDH-203	protein_coding
ENST00000522313	ENSG00000147649	MTDH	protein_coding	MTDH-206	protein_coding
ENST00000519293	ENSG00000147649	MTDH	protein_coding	MTDH-202	nonsense_mediated_decay
ENST00000521933	ENSG00000147649	MTDH	protein_coding	MTDH-204	protein_coding
ENST00000522104	ENSG00000147649	MTDH	protein_coding	MTDH-205	retained_intron
ENST00000456899	ENSG00000172167	MTBP	protein_coding	MTBP-202	retained_intron
ENST00000522308	ENSG00000172167	MTBP	protein_coding	MTBP-206	retained_intron
ENST00000523373	ENSG00000172167	MTBP	protein_coding	MTBP-208	nonsense_mediated_decay
ENST00000305949	ENSG00000172167	MTBP	protein_coding	MTBP-201	protein_coding
ENST00000522449	ENSG00000172167	MTBP	protein_coding	MTBP-207	retained_intron
ENST00000519188	ENSG00000172167	MTBP	protein_coding	MTBP-203	retained_intron
ENST00000519556	ENSG00000172167	MTBP	protein_coding	MTBP-204	nonsense_mediated_decay
ENST00000519841	ENSG00000172167	MTBP	protein_coding	MTBP-205	protein_coding_CDS_not_defined
ENST00000523821	ENSG00000156469	MTERF3	protein_coding	MTERF3-204	protein_coding
ENST00000287025	ENSG00000156469	MTERF3	protein_coding	MTERF3-201	protein_coding
ENST00000522822	ENSG00000156469	MTERF3	protein_coding	MTERF3-203	protein_coding
ENST00000524341	ENSG00000156469	MTERF3	protein_coding	MTERF3-205	protein_coding
ENST00000517720	ENSG00000156469	MTERF3	protein_coding	MTERF3-202	protein_coding
ENST00000523170	ENSG00000066855	MTFR1	protein_coding	MTFR1-212	protein_coding_CDS_not_defined
ENST00000523222	ENSG00000066855	MTFR1	protein_coding	MTFR1-213	nonsense_mediated_decay
ENST00000522239	ENSG00000066855	MTFR1	protein_coding	MTFR1-210	protein_coding_CDS_not_defined
ENST00000424808	ENSG00000066855	MTFR1	protein_coding	MTFR1-202	retained_intron
ENST00000262146	ENSG00000066855	MTFR1	protein_coding	MTFR1-201	protein_coding
ENST00000517944	ENSG00000066855	MTFR1	protein_coding	MTFR1-204	protein_coding_CDS_not_defined
ENST00000518800	ENSG00000066855	MTFR1	protein_coding	MTFR1-207	protein_coding
ENST00000518636	ENSG00000066855	MTFR1	protein_coding	MTFR1-206	protein_coding_CDS_not_defined
ENST00000521247	ENSG00000066855	MTFR1	protein_coding	MTFR1-209	protein_coding
ENST00000527155	ENSG00000066855	MTFR1	protein_coding	MTFR1-214	protein_coding
ENST00000518352	ENSG00000066855	MTFR1	protein_coding	MTFR1-205	retained_intron
ENST00000523158	ENSG00000066855	MTFR1	protein_coding	MTFR1-211	protein_coding_CDS_not_defined
ENST00000520398	ENSG00000066855	MTFR1	protein_coding	MTFR1-208	protein_coding_CDS_not_defined
ENST00000527553	ENSG00000066855	MTFR1	protein_coding	MTFR1-215	protein_coding_CDS_not_defined
ENST00000458689	ENSG00000066855	MTFR1	protein_coding	MTFR1-203	protein_coding
ENST00000518547	ENSG00000170873	MTSS1	protein_coding	MTSS1-205	protein_coding
ENST00000378017	ENSG00000170873	MTSS1	protein_coding	MTSS1-202	protein_coding
ENST00000520771	ENSG00000170873	MTSS1	protein_coding	MTSS1-210	retained_intron
ENST00000519168	ENSG00000170873	MTSS1	protein_coding	MTSS1-206	protein_coding
ENST00000325064	ENSG00000170873	MTSS1	protein_coding	MTSS1-201	protein_coding
ENST00000431961	ENSG00000170873	MTSS1	protein_coding	MTSS1-203	protein_coding
ENST00000523587	ENSG00000170873	MTSS1	protein_coding	MTSS1-215	protein_coding_CDS_not_defined
ENST00000524090	ENSG00000170873	MTSS1	protein_coding	MTSS1-216	protein_coding
ENST00000523179	ENSG00000170873	MTSS1	protein_coding	MTSS1-214	protein_coding
ENST00000520094	ENSG00000170873	MTSS1	protein_coding	MTSS1-209	protein_coding_CDS_not_defined
ENST00000522722	ENSG00000170873	MTSS1	protein_coding	MTSS1-213	protein_coding_CDS_not_defined
ENST00000522118	ENSG00000170873	MTSS1	protein_coding	MTSS1-211	protein_coding
ENST00000519226	ENSG00000170873	MTSS1	protein_coding	MTSS1-207	retained_intron
ENST00000522162	ENSG00000170873	MTSS1	protein_coding	MTSS1-212	protein_coding
ENST00000529463	ENSG00000170873	MTSS1	protein_coding	MTSS1-218	protein_coding_CDS_not_defined
ENST00000519671	ENSG00000170873	MTSS1	protein_coding	MTSS1-208	protein_coding_CDS_not_defined
ENST00000524243	ENSG00000170873	MTSS1	protein_coding	MTSS1-217	protein_coding_CDS_not_defined
ENST00000472084	ENSG00000170873	MTSS1	protein_coding	MTSS1-204	retained_intron
ENST00000221086	ENSG00000104643	MTMR9	protein_coding	MTMR9-201	protein_coding
ENST00000530200	ENSG00000104643	MTMR9	protein_coding	MTMR9-204	nonsense_mediated_decay
ENST00000526292	ENSG00000104643	MTMR9	protein_coding	MTMR9-202	protein_coding
ENST00000528389	ENSG00000104643	MTMR9	protein_coding	MTMR9-203	retained_intron
ENST00000544260	ENSG00000129422	MTUS1	protein_coding	MTUS1-228	protein_coding
ENST00000381869	ENSG00000129422	MTUS1	protein_coding	MTUS1-204	protein_coding
ENST00000517413	ENSG00000129422	MTUS1	protein_coding	MTUS1-205	retained_intron
ENST00000297488	ENSG00000129422	MTUS1	protein_coding	MTUS1-202	protein_coding
ENST00000520196	ENSG00000129422	MTUS1	protein_coding	MTUS1-217	nonsense_mediated_decay
ENST00000693296	ENSG00000129422	MTUS1	protein_coding	MTUS1-230	protein_coding
ENST00000381861	ENSG00000129422	MTUS1	protein_coding	MTUS1-203	protein_coding
ENST00000262102	ENSG00000129422	MTUS1	protein_coding	MTUS1-201	protein_coding
ENST00000519263	ENSG00000129422	MTUS1	protein_coding	MTUS1-216	protein_coding
ENST00000518889	ENSG00000129422	MTUS1	protein_coding	MTUS1-212	protein_coding_CDS_not_defined
ENST00000634613	ENSG00000129422	MTUS1	protein_coding	MTUS1-229	protein_coding
ENST00000518792	ENSG00000129422	MTUS1	protein_coding	MTUS1-211	protein_coding_CDS_not_defined
ENST00000523471	ENSG00000129422	MTUS1	protein_coding	MTUS1-224	retained_intron
ENST00000518713	ENSG00000129422	MTUS1	protein_coding	MTUS1-209	protein_coding_CDS_not_defined
ENST00000522757	ENSG00000129422	MTUS1	protein_coding	MTUS1-222	protein_coding_CDS_not_defined
ENST00000521772	ENSG00000129422	MTUS1	protein_coding	MTUS1-219	protein_coding_CDS_not_defined
ENST00000524371	ENSG00000129422	MTUS1	protein_coding	MTUS1-227	protein_coding_CDS_not_defined
ENST00000517818	ENSG00000129422	MTUS1	protein_coding	MTUS1-207	protein_coding_CDS_not_defined
ENST00000524044	ENSG00000129422	MTUS1	protein_coding	MTUS1-226	protein_coding_CDS_not_defined
ENST00000523183	ENSG00000129422	MTUS1	protein_coding	MTUS1-223	protein_coding_CDS_not_defined
ENST00000519066	ENSG00000129422	MTUS1	protein_coding	MTUS1-215	protein_coding
ENST00000521635	ENSG00000129422	MTUS1	protein_coding	MTUS1-218	protein_coding_CDS_not_defined
ENST00000522149	ENSG00000129422	MTUS1	protein_coding	MTUS1-221	protein_coding_CDS_not_defined
ENST00000521882	ENSG00000129422	MTUS1	protein_coding	MTUS1-220	protein_coding_CDS_not_defined
ENST00000518138	ENSG00000129422	MTUS1	protein_coding	MTUS1-208	protein_coding_CDS_not_defined
ENST00000517721	ENSG00000129422	MTUS1	protein_coding	MTUS1-206	retained_intron
ENST00000518975	ENSG00000129422	MTUS1	protein_coding	MTUS1-214	protein_coding_CDS_not_defined
ENST00000523718	ENSG00000129422	MTUS1	protein_coding	MTUS1-225	retained_intron
ENST00000518755	ENSG00000129422	MTUS1	protein_coding	MTUS1-210	protein_coding_CDS_not_defined
ENST00000518891	ENSG00000129422	MTUS1	protein_coding	MTUS1-213	protein_coding_CDS_not_defined
ENST00000180173	ENSG00000003987	MTMR7	protein_coding	MTMR7-201	protein_coding
ENST00000521857	ENSG00000003987	MTMR7	protein_coding	MTMR7-208	protein_coding
ENST00000519590	ENSG00000003987	MTMR7	protein_coding	MTMR7-205	retained_intron
ENST00000519763	ENSG00000003987	MTMR7	protein_coding	MTMR7-206	protein_coding_CDS_not_defined
ENST00000517317	ENSG00000003987	MTMR7	protein_coding	MTMR7-202	nonsense_mediated_decay
ENST00000519122	ENSG00000003987	MTMR7	protein_coding	MTMR7-204	protein_coding_CDS_not_defined
ENST00000518272	ENSG00000003987	MTMR7	protein_coding	MTMR7-203	protein_coding_CDS_not_defined
ENST00000523571	ENSG00000003987	MTMR7	protein_coding	MTMR7-209	protein_coding_CDS_not_defined
ENST00000521177	ENSG00000003987	MTMR7	protein_coding	MTMR7-207	retained_intron
ENST00000644715	ENSG00000099810	MTAP	protein_coding	MTAP-213	protein_coding
ENST00000460874	ENSG00000099810	MTAP	protein_coding	MTAP-203	protein_coding
ENST00000580675	ENSG00000099810	MTAP	protein_coding	MTAP-207	retained_intron
ENST00000580900	ENSG00000099810	MTAP	protein_coding	MTAP-209	protein_coding
ENST00000419385	ENSG00000099810	MTAP	protein_coding	MTAP-201	nonsense_mediated_decay
ENST00000580718	ENSG00000099810	MTAP	protein_coding	MTAP-208	nonsense_mediated_decay
