Position	Coverage
4440	27869
4441	28189
4442	28672
4443	28832
4444	28716
4445	28886
4446	30194
4447	30322
4448	30373
4449	29727
4450	29154
4451	29406
4452	30649
4453	31405
4454	31120
4455	30329
4456	29634
4457	29912
4458	30242
4459	30870
4460	30343
4461	30049
4462	29947
4463	29741
4464	29828
4465	30126
4466	30472
4467	31264
4468	31543
4469	32827
4470	32382
4471	32549
4472	32928
4473	32534
4474	32182
4475	31543
4476	31853
4477	32047
4478	32941
4479	33780
4480	33894
4481	33105
4482	35180
4483	36883
4484	39302
4485	43667
4486	43470
4487	43963
4488	52327
4489	72508
4490	73576
4491	74935
4492	74355
4493	76013
4494	82099
4495	81435
4496	85552
4497	86274
4498	90076
4499	92331
4500	91590
4501	94734
4502	94627
4503	94429
4504	93305
4505	94891
4506	97338
4507	97796
4508	100234
4509	101593
4510	103976
4511	103110
4512	101155
4513	99975
4514	98817
4515	100472
4516	100701
4517	103327
4518	106217
4519	108772
4520	109004
4521	113845
4522	114892
4523	117580
4524	117186
4525	115878
4526	119385
4527	119750
4528	123059
4529	119277
4530	118630
4531	119420
4532	121253
4533	124177
4534	125604
4535	124076
4536	121474
4537	119683
4538	125151
4539	127188
4540	127650
4541	126501
4542	126892
4543	128911
4544	132634
4545	134379
4546	133744
4547	132668
4548	133449
4549	138018
4550	141361
4551	142290
4552	142636
4553	141443
4554	138795
4555	138477
4556	140643
4557	141778
4558	137102
4559	135247
4560	134873
4561	139007
4562	138346
4563	136613
4564	131136
4565	133647
4566	138870
4567	149108
4568	148712
4569	146905
4570	148377
4571	149915
4572	152187
4573	155119
4574	158499
4575	158356
4576	156393
4577	156781
4578	157403
4579	157504
4580	155603
4581	158199
4582	159261
4583	158298
4584	153802
4585	155410
4586	160859
4587	166459
4588	166997
4589	166921
4590	165824
4591	165792
4592	164933
4593	166001
4594	164907
4595	163652
4596	163770
4597	164671
4598	166995
4599	169654
4600	169414
4601	168529
4602	164346
4603	163425
4604	169616
4605	176957
4606	180107
4607	178578
4608	178812
4609	179987
4610	181213
4611	180285
4612	181267
4613	180637
4614	177918
4615	173665
4616	171932
4617	177416
4618	179938
4619	183458
4620	179360
4621	176434
4622	177065
4623	180168
4624	185431
4625	186773
4626	190212
4627	190256
4628	184796
4629	181358
4630	179446
4631	174382
4632	175890
4633	179835
4634	185435
4635	183067
4636	181904
4637	179429
4638	176801
4639	176318
4640	180811
4641	183869
4642	181959
4643	179691
4644	180836
4645	181993
4646	183491
4647	184566
4648	183888
4649	186062
4650	186457
4651	189732
4652	189520
4653	188053
4654	182124
4655	183178
4656	184295
4657	185722
4658	181497
4659	180479
4660	183603
4661	180499
4662	180661
4663	181001
4664	180718
4665	182152
4666	179973
4667	186940
4668	183812
4669	187673
4670	189127
4671	195882
4672	195621
4673	190811
4674	189188
4675	179712
4676	180767
4677	184207
4678	193177
4679	195347
4680	196133
4681	196461
4682	197475
4683	196334
4684	196987
4685	191619
4686	186322
4687	185918
4688	191177
4689	196543
4690	188208
4691	187951
4692	189593
4693	192512
4694	197688
4695	196776
4696	198353
4697	197471
4698	194735
4699	196116
4700	196898
4701	203933
4702	207666
4703	207092
4704	209512
4705	205485
4706	201112
4707	199474
4708	197012
4709	202557
4710	197036
4711	198491
4712	194773
4713	194958
4714	191691
4715	195050
4716	202029
4717	208203
4718	212861
4719	209287
4720	207040
4721	201101
4722	189991
4723	193893
4724	199864
4725	217127
4726	221042
4727	216190
4728	205874
4729	205883
4730	212439
4731	222678
4732	225993
4733	221750
4734	216312
4735	217447
4736	219288
4737	216237
4738	210216
4739	210809
4740	217885
4741	217630
4742	214292
4743	219186
4744	219931
4745	222065
4746	215894
4747	211862
4748	213254
4749	213275
4750	218198
4751	214773
4752	214120
4753	214600
4754	214781
4755	220675
4756	223362
4757	222443
4758	221434
4759	221980
4760	223631
4761	223436
4762	219849
4763	222600
4764	224345
4765	227029
4766	219619
4767	213725
4768	207369
4769	198289
4770	197552
4771	196463
4772	210150
4773	221062
4774	223547
4775	214225
4776	210022
4777	207726
4778	214657
4779	219465
4780	221218
4781	224799
4782	223616
4783	220001
4784	213631
4785	221417
4786	227680
4787	230165
4788	219320
4789	214830
4790	216813
4791	225736
4792	226910
4793	218063
4794	211092
4795	207965
4796	210204
4797	214017
4798	211393
4799	214602
4800	221528
4801	230830
4802	229017
4803	226259
4804	220345
4805	225223
4806	228909
4807	230421
4808	232575
4809	229665
4810	223871
4811	214932
4812	210269
4813	213822
4814	212693
4815	219329
4816	226930
4817	233589
4818	224149
4819	221129
4820	219898
4821	221747
4822	224900
4823	228468
4824	232999
4825	224537
4826	226336
4827	229872
4828	236712
4829	229146
4830	216110
4831	213779
4832	211376
4833	217810
4834	215311
4835	214345
4836	216482
4837	223430
4838	227926
4839	234517
4840	230778
4841	220928
4842	219270
4843	218801
4844	227631
4845	222772
4846	227405
4847	225164
4848	219989
4849	214814
4850	210319
4851	217817
4852	220556
4853	219114
4854	217555
4855	220414
4856	224988
4857	226500
4858	228224
4859	226874
4860	227694
4861	224231
4862	226648
4863	226151
4864	224540
4865	225546
4866	221106
4867	214692
4868	212609
4869	222041
4870	227228
4871	226443
4872	223124
4873	219267
4874	215697
4875	219897
4876	226026
4877	216147
4878	202415
4879	193824
4880	198323
4881	200925
4882	206002
4883	209257
4884	217741
4885	215974
4886	218922
4887	218897
4888	228013
4889	224205
4890	225406
4891	221331
4892	226566
4893	227648
4894	231740
4895	231556
4896	227019
4897	217822
4898	216146
4899	223236
4900	230307
4901	227048
4902	222740
4903	217208
4904	222998
4905	219846
4906	225457
4907	216633
4908	212929
4909	209094
4910	214015
4911	222842
4912	228287
4913	225313
4914	229707
4915	232077
4916	236454
4917	229242
4918	223745
4919	221192
4920	228038
4921	232758
4922	238002
4923	208572
4924	198544
4925	197683
4926	217503
4927	226970
4928	230031
4929	234242
4930	226763
4931	226986
4932	226688
4933	233814
4934	233392
4935	226812
4936	225651
4937	221201
4938	226538
4939	222797
4940	230128
4941	227744
4942	233674
4943	228062
4944	231945
4945	223117
4946	230588
4947	232402
4948	239610
4949	237785
4950	218227
4951	218275
4952	218055
4953	233055
4954	233217
4955	234224
4956	234133
4957	238746
4958	230142
4959	225467
4960	225047
4961	229254
4962	225140
4963	220429
4964	221641
4965	227080
4966	225896
4967	228200
4968	229958
4969	232127
4970	228228
4971	228259
4972	231161
4973	232285
4974	227719
4975	227781
4976	228893
4977	238551
4978	245146
4979	241065
4980	234851
4981	225940
4982	229852
4983	234611
4984	238345
4985	230291
4986	219605
4987	208554
4988	214280
4989	221192
4990	229179
4991	221342
4992	218021
4993	220944
4994	226616
4995	216814
4996	221281
4997	224910
4998	230623
4999	227926
5000	223718
5001	225531
5002	223396
5003	228347
5004	231409
5005	242939
5006	225650
5007	218015
5008	215987
5009	229399
5010	228623
5011	223801
5012	221327
5013	212801
5014	212729
5015	211108
5016	221581
5017	228601
5018	224587
5019	225084
5020	224289
5021	223902
5022	216898
5023	205065
5024	205805
5025	201871
5026	213563
5027	215566
5028	220050
5029	224959
5030	218140
5031	209163
5032	206065
5033	211390
5034	214707
5035	216619
5036	214255
5037	217615
5038	219899
5039	221994
5040	221692
5041	223677
5042	220063
5043	214324
5044	214279
5045	213279
5046	214885
5047	210832
5048	207174
5049	210457
5050	209540
5051	209532
5052	204246
5053	199258
5054	204848
5055	205234
5056	209979
5057	203545
5058	199183
5059	190607
5060	184488
5061	184743
5062	190021
5063	197905
5064	202577
5065	197831
5066	192618
5067	195464
5068	196344
5069	193319
5070	182160
5071	175396
5072	174372
5073	179771
5074	184617
5075	181580
5076	184257
5077	185182
5078	193119
5079	189704
5080	187270
5081	187070
5082	191920
5083	192626
5084	189973
5085	181597
5086	183236
5087	186645
5088	195708
5089	196547
5090	199578
5091	199940
5092	200332
5093	198254
5094	199076
5095	199131
5096	199057
5097	200579
5098	189893
5099	186071
5100	187600
5101	196014
5102	198788
5103	189547
5104	189561
5105	190162
5106	190352
5107	190383
5108	189341
5109	186579
5110	182548
5111	177158
5112	180330
5113	180120
5114	186254
5115	188730
5116	182015
5117	178989
5118	181796
5119	189062
5120	189610
5121	185036
5122	183907
5123	185827
5124	187521
5125	187306
5126	190571
5127	187731
5128	185901
5129	188525
5130	195729
5131	203653
5132	198187
5133	190165
5134	183430
5135	187899
5136	184784
5137	189047
5138	188410
5139	192292
5140	189157
5141	186215
5142	186846
5143	192350
5144	193885
5145	196979
5146	193290
5147	186661
5148	183409
5149	180805
5150	186509
5151	190408
5152	197555
5153	199715
5154	199608
5155	200101
5156	201563
5157	203328
5158	203851
5159	207831
5160	199540
5161	200507
5162	200037
5163	198530
5164	195708
5165	191635
5166	192542
5167	189956
5168	195273
5169	198690
5170	198596
5171	197844
5172	195286
5173	198750
5174	202989
5175	208796
5176	198715
5177	192122
5178	191795
5179	205561
5180	213960
5181	209840
5182	210104
5183	214634
5184	212333
5185	208669
5186	202103
5187	207783
5188	212464
5189	215273
5190	209880
5191	205159
5192	198521
5193	188124
5194	188480
5195	195482
5196	208829
5197	215982
5198	209159
5199	209488
5200	208012
5201	204218
5202	202987
5203	200092
5204	206440
5205	198185
5206	200641
5207	191830
5208	191909
5209	185043
5210	188732
5211	192382
5212	194891
5213	195105
5214	195603
5215	197005
5216	202174
5217	194788
5218	191477
5219	187129
5220	192551
5221	201188
5222	205527
5223	189703
5224	181315
5225	181586
5226	186201
5227	188627
5228	188713
5229	198267
5230	194908
5231	192086
5232	185637
5233	189136
5234	187769
5235	192070
5236	189194
5237	192346
5238	192672
5239	196366
5240	189197
5241	183442
5242	186426
5243	191822
5244	183228
5245	181675
5246	178578
5247	191687
5248	193585
5249	190539
5250	192287
5251	190562
5252	185034
5253	182008
5254	185838
5255	191381
5256	189027
5257	179249
5258	179729
5259	183193
5260	183888
5261	175582
5262	172470
5263	180866
5264	184185
5265	188627
5266	190714
5267	198342
5268	198115
5269	192815
5270	191205
5271	191477
5272	195017
5273	186157
5274	182586
5275	181454
5276	189182
5277	190586
5278	189877
5279	190077
5280	190432
5281	192533
5282	195410
5283	194569
5284	192786
5285	190547
5286	189072
5287	187426
5288	190620
5289	190238
5290	190101
5291	187407
5292	174680
5293	164296
5294	162277
5295	168104
5296	179042
5297	181726
5298	182707
5299	182688
5300	181723
5301	181035
5302	176170
5303	171514
5304	165525
5305	167418
5306	168596
5307	170634
5308	168498
5309	169583
5310	175462
5311	176793
5312	177798
5313	178892
5314	181158
5315	158607
5316	150343
5317	149712
5318	164433
5319	167700
5320	164624
5321	164982
5322	170131
5323	169845
5324	167606
5325	162687
5326	151877
5327	149965
5328	147792
5329	147971
5330	148924
5331	147585
5332	158284
5333	161278
5334	153051
5335	143574
5336	137893
5337	142305
5338	147118
5339	153695
5340	158449
5341	156882
5342	161010
5343	169891
5344	168263
5345	169327
5346	163334
5347	162115
5348	152411
5349	155935
5350	158716
5351	161913
5352	144325
5353	139381
5354	136441
5355	148126
5356	157027
5357	162110
5358	160232
5359	154022
5360	158263
5361	154368
5362	156130
5363	151913
5364	142925
5365	143400
5366	140591
5367	145022
5368	141306
5369	139640
5370	145000
5371	150298
5372	151444
5373	153386
5374	150319
5375	150794
5376	149516
5377	149267
5378	145461
5379	143783
5380	141978
5381	141905
5382	138648
5383	129535
5384	120833
5385	110823
5386	115298
5387	121134
5388	137540
5389	138313
5390	137916
5391	128601
5392	129857
5393	130008
5394	134474
5395	130296
5396	124385
5397	124059
5398	121593
5399	114194
5400	114635
5401	118938
5402	123589
5403	123051
5404	122877
5405	121758
5406	122238
5407	122521
5408	123773
5409	121225
5410	118790
5411	118232
5412	112311
5413	110707
5414	108346
5415	112499
5416	109738
5417	109351
5418	106885
5419	111163
5420	109956
5421	111413
5422	108897
5423	110285
5424	108632
5425	111235
5426	109589
5427	109098
5428	108099
5429	109841
5430	108696
5431	100089
5432	94409
5433	88134
5434	91994
5435	92115
5436	93192
5437	84252
5438	77590
5439	79320
5440	84593
5441	95679
5442	98242
5443	89855
5444	86237
5445	84076
5446	83785
5447	77966
5448	70601
5449	72512
5450	77436
5451	86805
5452	85375
5453	82190
5454	82986
5455	83142
5456	86860
5457	86884
5458	84591
5459	80461
5460	74483
5461	69297
5462	67894
5463	69800
5464	78169
5465	81750
5466	73361
5467	70076
5468	68231
5469	73502
5470	70512
5471	68712
5472	68624
5473	68165
5474	69537
5475	68095
5476	63775
5477	60908
5478	60570
5479	65188
5480	66397
5481	58736
5482	57076
5483	60670
5484	66030
5485	57939
5486	55149
5487	47833
5488	42370
5489	35749
5490	29952
5491	12711
5492	10320
5493	11272
5494	11269
5495	11094
5496	10730
5497	10119
5498	9342
5499	9055
5500	9184
5501	9548
5502	9049
5503	8303
5504	7990
5505	7955
5506	7538
5507	7473
5508	7421
5509	7649
5510	7573
5511	7556
5512	7308
5513	7357
5514	7296
5515	7443
5516	7382
5517	7385
5518	7540
5519	7646
5520	7335
5521	6990
5522	7073
5523	7296
5524	7717
5525	7875
5526	7819
5527	7950
5528	8108
5529	8234
5530	8526
5531	8430
5532	8692
5533	8335
5534	8810
5535	9442
5536	10064
5537	10359
5538	10631
5539	10361
5540	10373
5541	10678
5542	11305
5543	11811
5544	11961
5545	12132
5546	12175
5547	12096
5548	11638
5549	11288
5550	11402
5551	11654
5552	11801
5553	11952
5554	12206
5555	12004
5556	12323
5557	12343
5558	12534
5559	12533
5560	12443
5561	12629
5562	12536
5563	12852
5564	12852
5565	12920
5566	13022
5567	13071
5568	13158
5569	13614
5570	13800
5571	14298
5572	14367
5573	14229
5574	14219
5575	14360
5576	14263
5577	14421
5578	14293
5579	14587
5580	14465
5581	14376
5582	14242
5583	14401
5584	14325
5585	14160
5586	14345
5587	14607
5588	16377
5589	16526
5590	23129
5591	26639
5592	29131
5593	69641
5594	95408
5595	131357
5596	141317
5597	146341
5598	150220
5599	148903
5600	150910
5601	173735
5602	175944
5603	182051
5604	184967
5605	186635
5606	192311
5607	194912
5608	199337
5609	197974
5610	195527
5611	198346
5612	202133
5613	206026
5614	212253
5615	212983
5616	224895
5617	240453
5618	246631
5619	238872
5620	238063
5621	239609
5622	267651
5623	272615
5624	278519
5625	289229
5626	284901
5627	284359
5628	284179
5629	293551
5630	292918
5631	292012
5632	293111
5633	298665
5634	306045
5635	318810
5636	319820
5637	325834
5638	326868
5639	325432
5640	322539
5641	323024
5642	324813
5643	315333
5644	312257
5645	309380
5646	323830
5647	329657
5648	327995
5649	320166
5650	311187
5651	314562
5652	322997
5653	334786
5654	340712
5655	345519
5656	342560
5657	344546
5658	343147
5659	336710
5660	330072
5661	326699
5662	332330
5663	343672
5664	345070
5665	343438
5666	345716
5667	338114
5668	334831
5669	330765
5670	347790
5671	369823
5672	380341
5673	389862
5674	377050
5675	367361
5676	362933
5677	373039
5678	384119
5679	391328
5680	396358
5681	400504
5682	392225
5683	385597
5684	383702
5685	393976
5686	401468
5687	407637
5688	407041
5689	412591
5690	401225
5691	398574
5692	398404
5693	409337
5694	410718
5695	408311
5696	411610
5697	406438
5698	403855
5699	406526
5700	418024
5701	423060
5702	411909
5703	403761
5704	404349
5705	409753
5706	414522
5707	416933
5708	421237
5709	427930
5710	424700
5711	417111
5712	414588
5713	423373
5714	422869
5715	423785
5716	421796
5717	421900
5718	398418
5719	393251
5720	393719
5721	414868
5722	420221
5723	421203
5724	409899
5725	409396
5726	410676
5727	427595
5728	424609
5729	424186
5730	423496
5731	430333
5732	434369
5733	437630
5734	440095
5735	439833
5736	446348
5737	391670
5738	386735
5739	384175
5740	409572
5741	409142
5742	383912
5743	373387
5744	349166
5745	349325
5746	357873
5747	372112
5748	401115
5749	411671
5750	403689
5751	401425
5752	396872
5753	386841
5754	374786
5755	376810
5756	380846
5757	393818
5758	388849
5759	285737
5760	276537
5761	273940
5762	395453
5763	401293
5764	404201
5765	395395
5766	399856
5767	403437
5768	403564
5769	404639
5770	407177
5771	406145
5772	405381
5773	395007
5774	391562
5775	397692
5776	408974
5777	406093
5778	400508
5779	382092
5780	385664
5781	385109
5782	396564
5783	397947
5784	394139
5785	397231
5786	399248
5787	406962
5788	410692
5789	410515
5790	408421
5791	404639
5792	408769
5793	403595
5794	404945
5795	411162
5796	413006
5797	413333
5798	409782
5799	411245
5800	413875
5801	408353
5802	414070
5803	417373
5804	425274
5805	428794
5806	432925
5807	445002
5808	442276
5809	445821
5810	442663
5811	444530
5812	432047
5813	429192
5814	428188
5815	430136
5816	414173
5817	399344
5818	398699
5819	403785
5820	409795
5821	407900
5822	415145
5823	415027
5824	409402
5825	412670
5826	415572
5827	420707
5828	423633
5829	430800
5830	436463
5831	435114
5832	433883
5833	440594
5834	417498
5835	420222
5836	409098
5837	414414
5838	403157
5839	403073
5840	418331
5841	424425
5842	413096
5843	396565
5844	374546
5845	368268
5846	369057
5847	387615
5848	406590
5849	415818
5850	398420
5851	401338
5852	407038
5853	427524
5854	435438
5855	426681
5856	420861
5857	410453
5858	415150
5859	424218
5860	428360
5861	430370
5862	427482
5863	417957
5864	415336
5865	381578
5866	386513
5867	386602
5868	408384
5869	411643
5870	403267
5871	404472
5872	402162
5873	406098
5874	413075
5875	407694
5876	405246
5877	406539
5878	407935
5879	415385
5880	406325
5881	384275
5882	370458
5883	363153
5884	388052
5885	394343
5886	401221
5887	407098
5888	396286
5889	389641
5890	370305
5891	360130
5892	363553
5893	354398
5894	346205
5895	318085
5896	304930
5897	264040
5898	251340
5899	247586
5900	245988
5901	248034
5902	248005
5903	249908
5904	248372
5905	249036
5906	255011
5907	251068
5908	250507
5909	246633
5910	245828
5911	249543
5912	263286
5913	251653
5914	249521
5915	246956
5916	263776
5917	294440
5918	301157
5919	315946
5920	316760
5921	313960
5922	351066
5923	363322
5924	396430
5925	400732
5926	414897
5927	426381
5928	425881
5929	461396
5930	461963
5931	468528
5932	465169
5933	467707
5934	462731
5935	453693
5936	454242
5937	470175
5938	480355
5939	505568
5940	509551
5941	523182
5942	516036
5943	511590
5944	509832
5945	537645
5946	557003
5947	577423
5948	573741
5949	552348
5950	543291
5951	541996
5952	557387
5953	562892
5954	570079
5955	580821
5956	588858
5957	592202
5958	586218
5959	569498
5960	563967
5961	572504
5962	598044
5963	606594
5964	606997
5965	608062
5966	611919
5967	610532
5968	604200
5969	590979
5970	574100
5971	564691
5972	569986
5973	581993
5974	591548
5975	601115
5976	608781
5977	596183
5978	593293
5979	591273
5980	622381
5981	632764
5982	627611
5983	607561
5984	604528
5985	609625
5986	619420
5987	627385
5988	633685
5989	648669
5990	642240
5991	642104
5992	624313
5993	635611
5994	646808
5995	664593
5996	651558
5997	641554
5998	646042
5999	660600
6000	681264
6001	679715
6002	653444
6003	637689
6004	624061
6005	647870
6006	660782
6007	680675
6008	685816
6009	689807
6010	705756
6011	706486
6012	694738
6013	690713
6014	688902
6015	684830
6016	627115
6017	621545
6018	612612
6019	663376
6020	664655
6021	644697
6022	645363
6023	647865
6024	686362
6025	694635
6026	698515
6027	693178
6028	672067
6029	678356
6030	677962
6031	698962
6032	690822
6033	704937
6034	701918
6035	712219
6036	696167
6037	694615
6038	695583
6039	682201
6040	684356
6041	691324
6042	728859
6043	739928
6044	738901
6045	743801
6046	742781
6047	740003
6048	726980
6049	718243
6050	711249
6051	697108
6052	703647
6053	714695
6054	710393
6055	708749
6056	709582
6057	746917
6058	758222
6059	754567
6060	746448
6061	736976
6062	752383
6063	761029
6064	773829
6065	766903
6066	749512
6067	745442
6068	733284
6069	730351
6070	744258
6071	747875
6072	752189
6073	737884
6074	737243
6075	723849
6076	723905
6077	732204
6078	739265
6079	732173
6080	706373
6081	678799
6082	654219
6083	670158
6084	686333
6085	719711
6086	709242
6087	707132
6088	692920
6089	703727
6090	713447
6091	734505
6092	738159
6093	741879
6094	737520
6095	737847
6096	738463
6097	741702
6098	738211
6099	733660
6100	716141
6101	744509
6102	746393
6103	743517
6104	752380
6105	753126
6106	769540
6107	767400
6108	770252
6109	784994
6110	762411
6111	764185
6112	760144
6113	767974
6114	765787
6115	743155
6116	731294
6117	695120
6118	702207
6119	711281
6120	745546
6121	756288
6122	761629
6123	776285
6124	787522
6125	777161
6126	766267
6127	741160
6128	738802
6129	719265
6130	732715
6131	725931
6132	699351
6133	670602
6134	669057
6135	685853
6136	727211
6137	734000
6138	727532
6139	725949
6140	737059
6141	741989
6142	741058
6143	750967
6144	774420
6145	765592
6146	748465
6147	761834
6148	790487
6149	793433
6150	768639
6151	748399
6152	746498
6153	743542
6154	745421
6155	748221
6156	758799
6157	778474
6158	782857
6159	779618
6160	782540
6161	780575
6162	768652
6163	755985
6164	750200
6165	736961
6166	737351
6167	711176
6168	695125
6169	680436
6170	704490
6171	719324
6172	743877
6173	745143
6174	762764
6175	768564
6176	777815
6177	780965
6178	779454
6179	767241
6180	763147
6181	749013
6182	734914
6183	723192
6184	723616
6185	732369
6186	741493
6187	730223
6188	732620
6189	710560
6190	715591
6191	717250
6192	749311
6193	755106
6194	769024
6195	752378
6196	750757
6197	750720
6198	758239
6199	760391
6200	748477
6201	760587
6202	768699
6203	766460
6204	732111
6205	703977
6206	707229
6207	728159
6208	740730
6209	755347
6210	744996
6211	728020
6212	702763
6213	691585
6214	710496
6215	729174
6216	735626
6217	733893
6218	704762
6219	664370
6220	655127
6221	640982
6222	630243
6223	609597
6224	610738
6225	619406
6226	629732
6227	616476
6228	634568
6229	612835
6230	613762
6231	609654
6232	623105
6233	623894
6234	613202
6235	602804
6236	604987
6237	604652
6238	609488
6239	601827
6240	587883
6241	591308
6242	581958
6243	581565
6244	568047
6245	586504
6246	580733
6247	605564
6248	603431
6249	604951
6250	605101
6251	596690
6252	611703
6253	606809
6254	626701
6255	623129
6256	619982
6257	613105
6258	598447
6259	595569
6260	599616
6261	461437
6262	464274
6263	473408
6264	615595
6265	586897
6266	586147
6267	584057
6268	616901
6269	624316
6270	640425
6271	620612
6272	616594
6273	623357
6274	654861
6275	658417
6276	659365
6277	635562
6278	650538
6279	658539
6280	655135
6281	635532
6282	635245
6283	662052
6284	659052
6285	655485
6286	643040
6287	655336
6288	639019
6289	634102
6290	601704
6291	611611
6292	608718
6293	605805
6294	594043
6295	595131
6296	607771
6297	634943
6298	647592
6299	627334
6300	614813
6301	625558
6302	638273
6303	650018
6304	637768
6305	612111
6306	606649
6307	616335
6308	654110
6309	663344
6310	660785
6311	659957
6312	646654
6313	631601
6314	635192
6315	619465
6316	628848
6317	607462
6318	626020
6319	630480
6320	638569
6321	629399
6322	595691
6323	568039
6324	556261
6325	583820
6326	613404
6327	617429
6328	622015
6329	617467
6330	636236
6331	642317
6332	631893
6333	601394
6334	591328
6335	593625
6336	622485
6337	636377
6338	625628
6339	602141
6340	583329
6341	581701
6342	597830
6343	588389
6344	601723
6345	607147
6346	612408
6347	616389
6348	590498
6349	588264
6350	582643
6351	612281
6352	614704
6353	610034
6354	582682
6355	569792
6356	557280
6357	567367
6358	584298
6359	585536
6360	576542
6361	573226
6362	578957
6363	582249
6364	571016
6365	569181
6366	569306
6367	558944
6368	578310
6369	576586
6370	594731
6371	602018
6372	607195
6373	625931
6374	617819
6375	639939
6376	611958
6377	618833
6378	624131
6379	643729
6380	603399
6381	573459
6382	548725
6383	547562
6384	537577
6385	556157
6386	578644
6387	611300
6388	613816
6389	633103
6390	635466
6391	644618
6392	649723
6393	667394
6394	666204
6395	658669
6396	651934
6397	638620
6398	637962
6399	628514
6400	638375
6401	632300
6402	636245
6403	632808
6404	637900
6405	639671
6406	638065
6407	651969
6408	653875
6409	642573
6410	645034
6411	646641
6412	654686
6413	657785
6414	667658
6415	671061
6416	672224
6417	661331
6418	633671
6419	607364
6420	574905
6421	565113
6422	550050
6423	559560
6424	579214
6425	608376
6426	589964
6427	585631
6428	593370
6429	625628
6430	630826
6431	622890
6432	605911
6433	580809
6434	598473
6435	616003
6436	653017
6437	655502
6438	653044
6439	638417
6440	644109
6441	657791
6442	608306
6443	594784
6444	581503
6445	618937
6446	606774
6447	584365
6448	579419
6449	591374
6450	612909
6451	641457
6452	657238
6453	662753
6454	656581
6455	630560
6456	623796
6457	615941
6458	642643
6459	637085
6460	622064
6461	610261
6462	593996
6463	612773
6464	598449
6465	611733
6466	597398
6467	606966
6468	626723
6469	661727
6470	665579
6471	654996
6472	648434
6473	665827
6474	669641
6475	686919
6476	663976
6477	647450
6478	639688
6479	642085
6480	647292
6481	626146
6482	639521
6483	649234
6484	668149
6485	668232
6486	661620
6487	665196
6488	664087
6489	669743
6490	649847
6491	647975
6492	644862
6493	656466
6494	668691
6495	648607
6496	645331
6497	638901
6498	649367
6499	643415
6500	634875
6501	635692
6502	637844
6503	638624
6504	636875
6505	616411
6506	632776
6507	642164
6508	668278
6509	637680
6510	621530
6511	624172
6512	649031
6513	654016
6514	654960
6515	659225
6516	640618
6517	629565
6518	635993
6519	666873
6520	653471
6521	662807
6522	658233
6523	685575
6524	688409
6525	705235
6526	693284
6527	672879
6528	679354
6529	686301
6530	688463
6531	691383
6532	696052
6533	702414
6534	694220
6535	704474
6536	686919
6537	666821
6538	639258
6539	660939
6540	670448
6541	693278
6542	700282
6543	702636
6544	694325
6545	696820
6546	727996
6547	749644
6548	762726
6549	744190
6550	746337
6551	726615
6552	724047
6553	728793
6554	727413
6555	729003
6556	721927
6557	733015
6558	758892
6559	761011
6560	765433
6561	764510
6562	772411
6563	722365
6564	675521
6565	666145
6566	667069
6567	688344
6568	691927
6569	699383
6570	708853
6571	703355
6572	704893
6573	711501
6574	728028
6575	738752
6576	749875
6577	749365
6578	749925
6579	763184
6580	763849
6581	762484
6582	713719
6583	703473
6584	708205
6585	732803
6586	740687
6587	748662
6588	780426
6589	807312
6590	791041
6591	803016
6592	799704
6593	823430
6594	798156
6595	756973
6596	753079
6597	761364
6598	772759
6599	768434
6600	736142
6601	725072
6602	715437
6603	734573
6604	763654
6605	789702
6606	789870
6607	770232
6608	790665
6609	773619
6610	785698
6611	776252
6612	790306
6613	809622
6614	819084
6615	825064
6616	805434
6617	769734
6618	735564
6619	734637
6620	747972
6621	754769
6622	749419
6623	731596
6624	738908
6625	756637
6626	774647
6627	776458
6628	764561
6629	755409
6630	769871
6631	773278
6632	805114
6633	820950
6634	831366
6635	822680
6636	823849
6637	834190
6638	822783
6639	831288
6640	836438
6641	851495
6642	843239
6643	803581
6644	787991
6645	792717
6646	809256
6647	800774
6648	784425
6649	784394
6650	788408
6651	755092
6652	737266
6653	751847
6654	776796
6655	756548
6656	752679
6657	748370
6658	801337
6659	801071
6660	834121
6661	851375
6662	852489
6663	845312
6664	816746
6665	844911
6666	822386
6667	810344
6668	804197
6669	820532
6670	856961
6671	865929
6672	867047
6673	875874
6674	871160
6675	876892
6676	868763
6677	860656
6678	840188
6679	851714
6680	880564
6681	898745
6682	880247
6683	877348
6684	859152
6685	854108
6686	841000
6687	816842
6688	806840
6689	773684
6690	771904
6691	785329
6692	800485
6693	816835
6694	815378
6695	834793
6696	844760
6697	846187
6698	822719
6699	809352
6700	797445
6701	795860
6702	798399
6703	824054
6704	858764
6705	882427
6706	898716
6707	900141
6708	867815
6709	842463
6710	845598
6711	865716
6712	877788
6713	881806
6714	884710
6715	899396
6716	880310
6717	861371
6718	851325
6719	863241
6720	887493
6721	889412
6722	867732
6723	847513
6724	837890
6725	870826
6726	890182
6727	879668
6728	843416
6729	796173
6730	809865
6731	837235
6732	885082
6733	864186
6734	857726
6735	856458
6736	882550
6737	879843
6738	871829
6739	884300
6740	881976
6741	874684
6742	878631
6743	897535
6744	872548
6745	847117
6746	840993
6747	863164
6748	852084
6749	849021
6750	872089
6751	912638
6752	903893
6753	856058
6754	837355
6755	830170
6756	849724
6757	876852
6758	892672
6759	889775
6760	860659
6761	866935
6762	878757
6763	901039
6764	915530
6765	910030
6766	885556
6767	852483
6768	841002
6769	841124
6770	860350
6771	838533
